InvoiceNo,CustomerID,InvoiceDate,ProductName,Category,Quantity,UnitPrice,TotalSpend
INV102204,10676.0,2023-06-28 07:38:58,Yoga Mat,Fitness,1,24.99,24.99
INV102205,10763.0,2023-06-28 09:35:29,Backpack,Accessories,2,49.99,99.98
INV102206,10227.0,2023-06-28 11:31:59,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102207,10948.0,2023-06-28 13:28:29,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102208,10381.0,2023-06-28 15:25:00,Smart Watch,Electronics,2,129.99,259.98
INV102209,10460.0,2023-06-28 17:21:30,Backpack,Accessories,1,49.99,49.99
INV102210,10007.0,2023-06-28 19:18:01,Sunglasses,Accessories,2,35.0,70.0
INV102211,10029.0,2023-06-28 21:14:31,Backpack,Accessories,1,49.99,49.99
INV102212,10907.0,2023-06-28 23:11:01,Yoga Mat,Fitness,1,24.99,24.99
INV102213,10033.0,2023-06-29 01:07:32,Leather Wallet,Accessories,3,29.99,89.97
INV102214,10646.0,2023-06-29 03:04:02,Wireless Earbuds,Electronics,3,59.99,179.97
INV102215,10879.0,2023-06-29 05:00:32,Running Shoes,Footwear,2,89.99,179.98
INV102216,10079.0,2023-06-29 06:57:03,Leather Wallet,Accessories,1,29.99,29.99
INV102217,10928.0,2023-06-29 08:53:33,Wireless Earbuds,Electronics,1,59.99,59.99
INV102218,10947.0,2023-06-29 10:50:03,Leather Wallet,Accessories,10,29.99,299.9
INV102219,10459.0,2023-06-29 12:46:34,Running Shoes,Footwear,1,89.99,89.99
INV102220,10570.0,2023-06-29 14:43:04,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV102221,10538.0,2023-06-29 16:39:34,Backpack,Accessories,1,49.99,49.99
INV102222,10482.0,2023-06-29 18:36:05,Leather Wallet,Accessories,1,29.99,29.99
INV102223,10430.0,2023-06-29 20:32:35,Yoga Mat,Fitness,1,24.99,24.99
INV102224,10738.0,2023-06-29 22:29:05,Sunglasses,Accessories,1,35.0,35.0
INV102225,10285.0,2023-06-30 00:25:36,Denim Jacket,Apparel,1,74.99,74.99
INV102226,,2023-06-30 02:22:06,Yoga Mat,Fitness,4,24.99,99.96
INV102227,10099.0,2023-06-30 04:18:37,Running Shoes,Footwear,1,89.99,89.99
INV102228,10397.0,2023-06-30 06:15:07,Sunglasses,Accessories,1,35.0,35.0
INV102229,10489.0,2023-06-30 08:11:37,Yoga Mat,Fitness,2,24.99,49.98
INV102230,10039.0,2023-06-30 10:08:08,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102231,10271.0,2023-06-30 12:04:38,Backpack,Accessories,1,49.99,49.99
INV102232,10887.0,2023-06-30 14:01:08,Sunglasses,Accessories,3,35.0,105.0
INV102233,10797.0,2023-06-30 15:57:39,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102234,10157.0,2023-06-30 17:54:09,Yoga Mat,Fitness,3,24.99,74.97
INV102235,10075.0,2023-06-30 19:50:39,Wireless Earbuds,Electronics,1,59.99,59.99
INV102236,10884.0,2023-06-30 21:47:10,Smart Watch,Electronics,1,129.99,129.99
INV102237,10800.0,2023-06-30 23:43:40,Wireless Earbuds,Electronics,4,59.99,239.96
INV102238,10130.0,2023-07-01 01:40:10,Backpack,Accessories,2,49.99,99.98
INV102239,10687.0,2023-07-01 03:36:41,Sunglasses,Accessories,1,35.0,35.0
INV102240,10084.0,2023-07-01 05:33:11,Sunglasses,Accessories,1,35.0,35.0
INV102241,10022.0,2023-07-01 07:29:41,Backpack,Accessories,1,49.99,49.99
INV102242,10459.0,2023-07-01 09:26:12,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102243,10539.0,2023-07-01 11:22:42,Smart Watch,Electronics,1,129.99,129.99
INV102244,10707.0,2023-07-01 13:19:13,Yoga Mat,Fitness,1,24.99,24.99
INV102245,10849.0,2023-07-01 15:15:43,Running Shoes,Footwear,1,89.99,89.99
INV102246,10382.0,2023-07-01 17:12:13,Wireless Earbuds,Electronics,2,59.99,119.98
INV102247,10748.0,2023-07-01 19:08:44,Wireless Earbuds,Electronics,3,59.99,179.97
INV102248,10440.0,2023-07-01 21:05:14,Denim Jacket,Apparel,3,74.99,224.96999999999997
INV102249,10604.0,2023-07-01 23:01:44,Smart Watch,Electronics,1,129.99,129.99
INV102250,10021.0,2023-07-02 00:58:15,Running Shoes,Footwear,4,89.99,359.96
INV102251,10303.0,2023-07-02 02:54:45,Wireless Earbuds,Electronics,2,59.99,119.98
INV102252,10869.0,2023-07-02 04:51:15,Running Shoes,Footwear,4,89.99,359.96
INV102253,10084.0,2023-07-02 06:47:46,Yoga Mat,Fitness,1,24.99,24.99
INV102254,10774.0,2023-07-02 08:44:16,Sunglasses,Accessories,1,35.0,35.0
INV102255,10659.0,2023-07-02 10:40:46,Running Shoes,Footwear,3,89.99,269.96999999999997
INV102256,10453.0,2023-07-02 12:37:17,Wireless Earbuds,Electronics,1,59.99,59.99
INV102257,10387.0,2023-07-02 14:33:47,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102258,10507.0,2023-07-02 16:30:18,Smart Watch,Electronics,3,129.99,389.97
INV102259,10257.0,2023-07-02 18:26:48,Backpack,Accessories,3,49.99,149.97
INV102260,10570.0,2023-07-02 20:23:18,Leather Wallet,Accessories,5,29.99,149.95
INV102261,10892.0,2023-07-02 22:19:49,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV102262,10934.0,2023-07-03 00:16:19,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV102263,10527.0,2023-07-03 02:12:49,Leather Wallet,Accessories,1,29.99,29.99
INV102264,10162.0,2023-07-03 04:09:20,Running Shoes,Footwear,1,89.99,89.99
INV102265,10163.0,2023-07-03 06:05:50,Smart Watch,Electronics,2,129.99,259.98
INV102266,10832.0,2023-07-03 08:02:20,Running Shoes,Footwear,1,89.99,89.99
INV102267,10793.0,2023-07-03 09:58:51,Backpack,Accessories,1,49.99,49.99
INV102268,10792.0,2023-07-03 11:55:21,Smart Watch,Electronics,2,129.99,259.98
INV102269,10524.0,2023-07-03 13:51:51,Leather Wallet,Accessories,3,29.99,89.97
INV102270,10786.0,2023-07-03 15:48:22,Running Shoes,Footwear,10,89.99,899.9
INV102271,10271.0,2023-07-03 17:44:52,Denim Jacket,Apparel,3,74.99,224.96999999999997
INV102272,10492.0,2023-07-03 19:41:22,Wireless Earbuds,Electronics,3,59.99,179.97
INV102273,10208.0,2023-07-03 21:37:53,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102274,10539.0,2023-07-03 23:34:23,Sunglasses,Accessories,8,35.0,280.0
INV102275,10584.0,2023-07-04 01:30:54,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102276,10060.0,2023-07-04 03:27:24,Backpack,Accessories,3,49.99,149.97
INV102277,10430.0,2023-07-04 05:23:54,Running Shoes,Footwear,5,89.99,449.95
INV102278,10657.0,2023-07-04 07:20:25,Yoga Mat,Fitness,4,24.99,99.96
INV102279,10605.0,2023-07-04 09:16:55,Smart Watch,Electronics,1,129.99,129.99
INV102280,10309.0,2023-07-04 11:13:25,Running Shoes,Footwear,1,89.99,89.99
INV102281,10520.0,2023-07-04 13:09:56,Smart Watch,Electronics,-1,129.99,129.99
INV102282,10591.0,2023-07-04 15:06:26,Sunglasses,Accessories,1,35.0,35.0
INV102283,10027.0,2023-07-04 17:02:56,Denim Jacket,Apparel,1,74.99,74.99
INV102284,10686.0,2023-07-04 18:59:27,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102285,10562.0,2023-07-04 20:55:57,Wireless Earbuds,Electronics,1,59.99,59.99
INV102286,10199.0,2023-07-04 22:52:27,Sunglasses,Accessories,2,35.0,70.0
INV102287,10387.0,2023-07-05 00:48:58,Sunglasses,Accessories,2,35.0,70.0
INV102288,10349.0,2023-07-05 02:45:28,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102289,10940.0,2023-07-05 04:41:58,Sunglasses,Accessories,2,35.0,70.0
INV102290,10693.0,2023-07-05 06:38:29,Yoga Mat,Fitness,2,24.99,49.98
INV102291,10536.0,2023-07-05 08:34:59,Yoga Mat,Fitness,2,24.99,49.98
INV102292,10828.0,2023-07-05 10:31:30,Stainless Steel Bottle,Fitness,4,19.99,79.96
INV102293,10378.0,2023-07-05 12:28:00,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV102294,10899.0,2023-07-05 14:24:30,Yoga Mat,Fitness,1,24.99,24.99
INV102295,10916.0,2023-07-05 16:21:01,Leather Wallet,Accessories,1,29.99,29.99
INV102296,10558.0,2023-07-05 18:17:31,Denim Jacket,Apparel,1,74.99,74.99
INV102297,10527.0,2023-07-05 20:14:01,Smart Watch,Electronics,2,129.99,259.98
INV102298,10153.0,2023-07-05 22:10:32,Denim Jacket,Apparel,1,74.99,74.99
INV102299,10734.0,2023-07-06 00:07:02,Backpack,Accessories,1,49.99,49.99
INV102300,10206.0,2023-07-06 02:03:32,Sunglasses,Accessories,1,35.0,35.0
INV102301,10455.0,2023-07-06 04:00:03,Wireless Earbuds,Electronics,1,59.99,59.99
INV102302,10273.0,2023-07-06 05:56:33,Sunglasses,Accessories,2,35.0,70.0
INV102303,10894.0,2023-07-06 07:53:03,Denim Jacket,Apparel,2,74.99,149.98
INV102304,10236.0,2023-07-06 09:49:34,Yoga Mat,Fitness,1,24.99,24.99
INV102305,10852.0,2023-07-06 11:46:04,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102306,10740.0,2023-07-06 13:42:34,Backpack,Accessories,1,49.99,49.99
INV102307,10521.0,2023-07-06 15:39:05,Yoga Mat,Fitness,1,24.99,24.99
INV102308,10678.0,2023-07-06 17:35:35,Denim Jacket,Apparel,4,74.99,299.96
INV102309,10944.0,2023-07-06 19:32:06,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102310,10831.0,2023-07-06 21:28:36,Wireless Earbuds,Electronics,2,59.99,119.98
INV102311,10726.0,2023-07-06 23:25:06,Denim Jacket,Apparel,4,74.99,299.96
INV102312,10501.0,2023-07-07 01:21:37,Smart Watch,Electronics,1,129.99,129.99
INV102313,10117.0,2023-07-07 03:18:07,Running Shoes,Footwear,1,89.99,89.99
INV102314,10386.0,2023-07-07 05:14:37,Bluetooth Speaker,Electronics,5,45.0,225.0
INV102315,10344.0,2023-07-07 07:11:08,Denim Jacket,Apparel,3,74.99,224.96999999999997
INV102316,10584.0,2023-07-07 09:07:38,Yoga Mat,Fitness,1,24.99,24.99
INV102317,10395.0,2023-07-07 11:04:08,Smart Watch,Electronics,3,129.99,389.97
INV102318,10064.0,2023-07-07 13:00:39,Leather Wallet,Accessories,3,29.99,89.97
INV102319,10717.0,2023-07-07 14:57:09,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102320,10721.0,2023-07-07 16:53:39,Smart Watch,Electronics,4,129.99,519.96
INV102321,10072.0,2023-07-07 18:50:10,Yoga Mat,Fitness,1,24.99,24.99
INV102322,,2023-07-07 20:46:40,Denim Jacket,Apparel,2,74.99,149.98
INV102323,10274.0,2023-07-07 22:43:10,Sunglasses,Accessories,10,35.0,350.0
INV102324,10320.0,2023-07-08 00:39:41,Wireless Earbuds,Electronics,3,59.99,179.97
INV102325,10338.0,2023-07-08 02:36:11,Sunglasses,Accessories,1,35.0,35.0
INV102326,10366.0,2023-07-08 04:32:42,Running Shoes,Footwear,1,89.99,89.99
INV102327,10495.0,2023-07-08 06:29:12,Smart Watch,Electronics,2,129.99,259.98
INV102328,10607.0,2023-07-08 08:25:42,Running Shoes,Footwear,2,89.99,179.98
INV102329,10166.0,2023-07-08 10:22:13,Wireless Earbuds,Electronics,2,59.99,119.98
INV102330,10544.0,2023-07-08 12:18:43,Smart Watch,Electronics,5,129.99,649.95
INV102331,10011.0,2023-07-08 14:15:13,Stainless Steel Bottle,Fitness,3,19.99,59.97
INV102332,10301.0,2023-07-08 16:11:44,Yoga Mat,Fitness,1,24.99,24.99
INV102333,10729.0,2023-07-08 18:08:14,Smart Watch,Electronics,1,129.99,129.99
INV102334,10801.0,2023-07-08 20:04:44,Yoga Mat,Fitness,1,24.99,24.99
INV102335,10102.0,2023-07-08 22:01:15,Sunglasses,Accessories,2,35.0,70.0
INV102336,10425.0,2023-07-08 23:57:45,Backpack,Accessories,2,49.99,99.98
INV102337,10392.0,2023-07-09 01:54:15,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102338,10779.0,2023-07-09 03:50:46,Backpack,Accessories,1,49.99,49.99
INV102339,10214.0,2023-07-09 05:47:16,Denim Jacket,Apparel,1,74.99,74.99
INV102340,10691.0,2023-07-09 07:43:46,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102341,10088.0,2023-07-09 09:40:17,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102342,10553.0,2023-07-09 11:36:47,Leather Wallet,Accessories,1,29.99,29.99
INV102343,10401.0,2023-07-09 13:33:18,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102344,10588.0,2023-07-09 15:29:48,Wireless Earbuds,Electronics,1,59.99,59.99
INV102345,10889.0,2023-07-09 17:26:18,Backpack,Accessories,2,49.99,99.98
INV102346,10046.0,2023-07-09 19:22:49,Sunglasses,Accessories,1,35.0,35.0
INV102347,10672.0,2023-07-09 21:19:19,Yoga Mat,Fitness,3,24.99,74.97
INV102348,10463.0,2023-07-09 23:15:49,Denim Jacket,Apparel,2,74.99,149.98
INV102349,10592.0,2023-07-10 01:12:20,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102350,10310.0,2023-07-10 03:08:50,Denim Jacket,Apparel,2,74.99,149.98
INV102351,10086.0,2023-07-10 05:05:20,Sunglasses,Accessories,1,35.0,35.0
INV102352,10092.0,2023-07-10 07:01:51,Denim Jacket,Apparel,1,74.99,74.99
INV102353,10660.0,2023-07-10 08:58:21,Sunglasses,Accessories,5,35.0,175.0
INV102354,10673.0,2023-07-10 10:54:51,Bluetooth Speaker,Electronics,3,45.0,135.0
INV102355,10714.0,2023-07-10 12:51:22,Sunglasses,Accessories,5,35.0,175.0
INV102356,10936.0,2023-07-10 14:47:52,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102357,10928.0,2023-07-10 16:44:22,Leather Wallet,Accessories,1,29.99,29.99
INV102358,10242.0,2023-07-10 18:40:53,Leather Wallet,Accessories,1,29.99,29.99
INV102359,10865.0,2023-07-10 20:37:23,Sunglasses,Accessories,2,35.0,70.0
INV102360,10002.0,2023-07-10 22:33:54,Leather Wallet,Accessories,1,29.99,29.99
INV102361,10225.0,2023-07-11 00:30:24,Yoga Mat,Fitness,1,24.99,24.99
INV102362,10801.0,2023-07-11 02:26:54,Yoga Mat,Fitness,3,24.99,74.97
INV102363,10745.0,2023-07-11 04:23:25,Leather Wallet,Accessories,1,29.99,29.99
INV102364,10926.0,2023-07-11 06:19:55,Leather Wallet,Accessories,1,29.99,29.99
INV102365,10929.0,2023-07-11 08:16:25,Stainless Steel Bottle,Fitness,3,19.99,59.97
INV102366,10589.0,2023-07-11 10:12:56,Stainless Steel Bottle,Fitness,3,19.99,59.97
INV102367,10116.0,2023-07-11 12:09:26,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102368,10666.0,2023-07-11 14:05:56,Sunglasses,Accessories,3,35.0,105.0
INV102369,10918.0,2023-07-11 16:02:27,Running Shoes,Footwear,3,89.99,269.96999999999997
INV102370,10103.0,2023-07-11 17:58:57,Running Shoes,Footwear,1,89.99,89.99
INV102371,10194.0,2023-07-11 19:55:27,Leather Wallet,Accessories,1,29.99,29.99
INV102372,10166.0,2023-07-11 21:51:58,Denim Jacket,Apparel,1,74.99,74.99
INV102373,10871.0,2023-07-11 23:48:28,Leather Wallet,Accessories,2,29.99,59.98
INV102374,10090.0,2023-07-12 01:44:58,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV102375,10686.0,2023-07-12 03:41:29,Bluetooth Speaker,Electronics,10,45.0,450.0
INV102376,10122.0,2023-07-12 05:37:59,Leather Wallet,Accessories,3,29.99,89.97
INV102377,10143.0,2023-07-12 07:34:30,Backpack,Accessories,3,49.99,149.97
INV102378,10106.0,2023-07-12 09:31:00,Denim Jacket,Apparel,5,74.99,374.95
INV102379,10887.0,2023-07-12 11:27:30,Backpack,Accessories,4,49.99,199.96
INV102380,10428.0,2023-07-12 13:24:01,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102381,10305.0,2023-07-12 15:20:31,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102382,10872.0,2023-07-12 17:17:01,Yoga Mat,Fitness,2,24.99,49.98
INV102383,10317.0,2023-07-12 19:13:32,Smart Watch,Electronics,1,129.99,129.99
INV102384,10635.0,2023-07-12 21:10:02,Backpack,Accessories,1,49.99,49.99
INV102385,10902.0,2023-07-12 23:06:32,Yoga Mat,Fitness,2,24.99,49.98
INV102386,10009.0,2023-07-13 01:03:03,Stainless Steel Bottle,Fitness,4,19.99,79.96
INV102387,10774.0,2023-07-13 02:59:33,Wireless Earbuds,Electronics,1,59.99,59.99
INV102388,10073.0,2023-07-13 04:56:03,Denim Jacket,Apparel,3,74.99,224.96999999999997
INV102389,10359.0,2023-07-13 06:52:34,Wireless Earbuds,Electronics,1,59.99,59.99
INV102390,10223.0,2023-07-13 08:49:04,Sunglasses,Accessories,2,35.0,70.0
INV102391,10416.0,2023-07-13 10:45:35,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV102392,10553.0,2023-07-13 12:42:05,Stainless Steel Bottle,Fitness,4,19.99,79.96
INV102393,10370.0,2023-07-13 14:38:35,Wireless Earbuds,Electronics,1,59.99,59.99
INV102394,10716.0,2023-07-13 16:35:06,Backpack,Accessories,2,49.99,99.98
INV102395,10264.0,2023-07-13 18:31:36,Smart Watch,Electronics,1,129.99,129.99
INV102396,10840.0,2023-07-13 20:28:06,Backpack,Accessories,1,49.99,49.99
INV102397,10690.0,2023-07-13 22:24:37,Wireless Earbuds,Electronics,1,59.99,59.99
INV102398,10860.0,2023-07-14 00:21:07,Sunglasses,Accessories,1,35.0,35.0
INV102399,10318.0,2023-07-14 02:17:37,Backpack,Accessories,1,49.99,49.99
INV102400,10084.0,2023-07-14 04:14:08,Running Shoes,Footwear,1,89.99,89.99
INV102401,10318.0,2023-07-14 06:10:38,Backpack,Accessories,2,49.99,99.98
INV102402,10111.0,2023-07-14 08:07:08,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102403,10251.0,2023-07-14 10:03:39,Yoga Mat,Fitness,1,24.99,24.99
INV102404,10383.0,2023-07-14 12:00:09,Denim Jacket,Apparel,2,74.99,149.98
INV102405,10007.0,2023-07-14 13:56:39,Backpack,Accessories,1,49.99,49.99
INV102406,10459.0,2023-07-14 15:53:10,Smart Watch,Electronics,2,129.99,259.98
INV102407,10084.0,2023-07-14 17:49:40,Smart Watch,Electronics,1,129.99,129.99
INV102408,10208.0,2023-07-14 19:46:11,Backpack,Accessories,2,49.99,99.98
INV102409,10900.0,2023-07-14 21:42:41,Leather Wallet,Accessories,1,29.99,29.99
INV102410,10390.0,2023-07-14 23:39:11,Stainless Steel Bottle,Fitness,8,19.99,159.92
INV102411,10314.0,2023-07-15 01:35:42,Backpack,Accessories,1,49.99,49.99
INV102412,10022.0,2023-07-15 03:32:12,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV102413,10410.0,2023-07-15 05:28:42,Running Shoes,Footwear,1,89.99,89.99
INV102414,10895.0,2023-07-15 07:25:13,Wireless Earbuds,Electronics,4,59.99,239.96
INV102415,10515.0,2023-07-15 09:21:43,Running Shoes,Footwear,2,89.99,179.98
INV102416,10127.0,2023-07-15 11:18:13,Backpack,Accessories,2,49.99,99.98
INV102417,10809.0,2023-07-15 13:14:44,Smart Watch,Electronics,4,129.99,519.96
INV102418,10700.0,2023-07-15 15:11:14,Leather Wallet,Accessories,4,29.99,119.96
INV102419,10874.0,2023-07-15 17:07:44,Sunglasses,Accessories,2,35.0,70.0
INV102420,10014.0,2023-07-15 19:04:15,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV102421,10012.0,2023-07-15 21:00:45,Yoga Mat,Fitness,3,24.99,74.97
INV102422,10087.0,2023-07-15 22:57:15,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV102423,10524.0,2023-07-16 00:53:46,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102424,10909.0,2023-07-16 02:50:16,Denim Jacket,Apparel,2,74.99,149.98
INV102425,10537.0,2023-07-16 04:46:47,Backpack,Accessories,3,49.99,149.97
INV102426,10301.0,2023-07-16 06:43:17,Running Shoes,Footwear,2,89.99,179.98
INV102427,10243.0,2023-07-16 08:39:47,Yoga Mat,Fitness,2,24.99,49.98
INV102428,10122.0,2023-07-16 10:36:18,Smart Watch,Electronics,5,129.99,649.95
INV102429,10147.0,2023-07-16 12:32:48,Smart Watch,Electronics,1,129.99,129.99
INV102430,10567.0,2023-07-16 14:29:18,Smart Watch,Electronics,1,129.99,129.99
INV102431,10750.0,2023-07-16 16:25:49,Sunglasses,Accessories,2,35.0,70.0
INV102432,10356.0,2023-07-16 18:22:19,Bluetooth Speaker,Electronics,5,45.0,225.0
INV102433,10685.0,2023-07-16 20:18:49,Smart Watch,Electronics,1,129.99,129.99
INV102434,10904.0,2023-07-16 22:15:20,Smart Watch,Electronics,1,129.99,129.99
INV102435,10733.0,2023-07-17 00:11:50,Backpack,Accessories,1,49.99,49.99
INV102436,10631.0,2023-07-17 02:08:20,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102437,10309.0,2023-07-17 04:04:51,Leather Wallet,Accessories,4,29.99,119.96
INV102438,10695.0,2023-07-17 06:01:21,Leather Wallet,Accessories,2,29.99,59.98
INV102439,10288.0,2023-07-17 07:57:51,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102440,10307.0,2023-07-17 09:54:22,Denim Jacket,Apparel,2,74.99,149.98
INV102441,10812.0,2023-07-17 11:50:52,Sunglasses,Accessories,3,35.0,105.0
INV102442,10594.0,2023-07-17 13:47:23,Yoga Mat,Fitness,1,24.99,24.99
INV102443,10914.0,2023-07-17 15:43:53,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV102444,,2023-07-17 17:40:23,Backpack,Accessories,1,49.99,49.99
INV102445,10662.0,2023-07-17 19:36:54,Wireless Earbuds,Electronics,1,59.99,59.99
INV102446,10549.0,2023-07-17 21:33:24,Leather Wallet,Accessories,1,29.99,29.99
INV102447,10352.0,2023-07-17 23:29:54,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102448,10312.0,2023-07-18 01:26:25,Yoga Mat,Fitness,1,24.99,24.99
INV102449,10873.0,2023-07-18 03:22:55,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102450,10059.0,2023-07-18 05:19:25,Stainless Steel Bottle,Fitness,3,19.99,59.97
INV102451,10643.0,2023-07-18 07:15:56,Yoga Mat,Fitness,1,24.99,24.99
INV102452,10924.0,2023-07-18 09:12:26,Leather Wallet,Accessories,4,29.99,119.96
INV102453,10714.0,2023-07-18 11:08:56,Smart Watch,Electronics,1,129.99,129.99
INV102454,10755.0,2023-07-18 13:05:27,Bluetooth Speaker,Electronics,3,45.0,135.0
INV102455,10035.0,2023-07-18 15:01:57,Wireless Earbuds,Electronics,4,59.99,239.96
INV102456,10445.0,2023-07-18 16:58:27,Leather Wallet,Accessories,5,29.99,149.95
INV102457,10093.0,2023-07-18 18:54:58,Running Shoes,Footwear,3,89.99,269.96999999999997
INV102458,10950.0,2023-07-18 20:51:28,Wireless Earbuds,Electronics,1,59.99,59.99
INV102459,10207.0,2023-07-18 22:47:59,Denim Jacket,Apparel,1,74.99,74.99
INV102460,10353.0,2023-07-19 00:44:29,Sunglasses,Accessories,1,35.0,35.0
INV102461,10903.0,2023-07-19 02:40:59,Leather Wallet,Accessories,1,29.99,29.99
INV102462,10332.0,2023-07-19 04:37:30,Smart Watch,Electronics,1,129.99,129.99
INV102463,10817.0,2023-07-19 06:34:00,Leather Wallet,Accessories,3,29.99,89.97
INV102464,10862.0,2023-07-19 08:30:30,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV102465,10725.0,2023-07-19 10:27:01,Yoga Mat,Fitness,2,24.99,49.98
INV102466,10159.0,2023-07-19 12:23:31,Bluetooth Speaker,Electronics,4,45.0,180.0
INV102467,10024.0,2023-07-19 14:20:01,Yoga Mat,Fitness,2,24.99,49.98
INV102468,10404.0,2023-07-19 16:16:32,Yoga Mat,Fitness,2,24.99,49.98
INV102469,10805.0,2023-07-19 18:13:02,Leather Wallet,Accessories,3,29.99,89.97
INV102470,10516.0,2023-07-19 20:09:32,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV102471,10732.0,2023-07-19 22:06:03,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102472,10364.0,2023-07-20 00:02:33,Bluetooth Speaker,Electronics,5,45.0,225.0
INV102473,10382.0,2023-07-20 01:59:03,Yoga Mat,Fitness,4,24.99,99.96
INV102474,10532.0,2023-07-20 03:55:34,Denim Jacket,Apparel,4,74.99,299.96
INV102475,10152.0,2023-07-20 05:52:04,Sunglasses,Accessories,1,35.0,35.0
INV102476,10562.0,2023-07-20 07:48:35,Stainless Steel Bottle,Fitness,3,19.99,59.97
INV102477,10689.0,2023-07-20 09:45:05,Denim Jacket,Apparel,1,74.99,74.99
INV102478,10947.0,2023-07-20 11:41:35,Backpack,Accessories,1,49.99,49.99
INV102479,10608.0,2023-07-20 13:38:06,Backpack,Accessories,1,49.99,49.99
INV102480,10617.0,2023-07-20 15:34:36,Wireless Earbuds,Electronics,1,59.99,59.99
INV102481,10420.0,2023-07-20 17:31:06,Yoga Mat,Fitness,1,24.99,24.99
INV102482,10250.0,2023-07-20 19:27:37,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102483,10117.0,2023-07-20 21:24:07,Leather Wallet,Accessories,1,29.99,29.99
INV102484,10866.0,2023-07-20 23:20:37,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102485,10512.0,2023-07-21 01:17:08,Bluetooth Speaker,Electronics,3,45.0,135.0
INV102486,10740.0,2023-07-21 03:13:38,Smart Watch,Electronics,2,129.99,259.98
INV102487,10578.0,2023-07-21 05:10:08,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102488,10335.0,2023-07-21 07:06:39,Wireless Earbuds,Electronics,1,59.99,59.99
INV102489,10418.0,2023-07-21 09:03:09,Denim Jacket,Apparel,2,74.99,149.98
INV102490,10932.0,2023-07-21 10:59:39,Backpack,Accessories,2,49.99,99.98
INV102491,10774.0,2023-07-21 12:56:10,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102492,,2023-07-21 14:52:40,Bluetooth Speaker,Electronics,2,45.0,90.0
INV102493,10938.0,2023-07-21 16:49:11,Smart Watch,Electronics,5,129.99,649.95
INV102494,10755.0,2023-07-21 18:45:41,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV102495,10371.0,2023-07-21 20:42:11,Leather Wallet,Accessories,1,29.99,29.99
INV102496,10186.0,2023-07-21 22:38:42,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV102497,10246.0,2023-07-22 00:35:12,Leather Wallet,Accessories,2,29.99,59.98
INV102498,10637.0,2023-07-22 02:31:42,Sunglasses,Accessories,1,35.0,35.0
INV102499,10268.0,2023-07-22 04:28:13,Bluetooth Speaker,Electronics,1,45.0,45.0
INV102500,10643.0,2023-07-22 06:24:43,Smart Watch,Electronics,1,129.99,129.99
INV102501,10237.0,2023-07-22 08:21:13,Running Shoes,Footwear,5,89.99,449.95
INV102502,10530.0,2023-07-22 10:17:44,Yoga Mat,Fitness,2,24.99,49.98
INV102503,10552.0,2023-07-22 12:14:14,Backpack,Accessories,2,49.99,99.98
INV102504,10021.0,2023-07-22 14:10:44,Denim Jacket,Apparel,3,74.99,224.96999999999997
